cntr_tm,open,high,low,close,volume
20260623133600,477500,478500,477000,477500,913
20260623133700,477500,478500,477000,478500,1064
20260623133800,478500,478500,477000,478000,841
20260623133900,477500,478000,477000,477000,668
20260623134000,477000,477500,477000,477000,874
20260623134100,477000,477500,476000,476000,1888
20260623134200,476000,476500,475000,475500,2781
20260623134300,476000,476000,475000,475000,1295
20260623134400,475000,476000,474500,475000,1285
20260623134500,475500,476500,474500,475000,1178
20260623134600,475000,475000,474500,474500,789
20260623134700,474500,476000,474000,476000,2186
20260623134800,475500,476500,474500,475500,1084
20260623134900,476000,476000,475000,475000,508
20260623135000,475000,475500,474500,474500,778
20260623135100,474500,475500,474500,474500,1015
20260623135200,475000,475500,474500,475000,1034
20260623135300,474500,475500,474000,474500,1201
20260623135400,474500,475000,474000,474000,927
20260623135500,474000,474500,473500,474000,1165
20260623135600,474000,474000,473000,473000,1315
20260623135700,473000,474500,473000,473500,1222
20260623135800,473500,474500,473000,473500,1130
20260623135900,473500,474500,473000,473000,1045
20260623140000,473000,474000,473000,473000,1131
20260623140100,473000,473500,473000,473000,1145
20260623140200,473500,474500,473000,474500,1141
20260623140300,474000,476500,474000,476000,1025
20260623140400,475500,476000,474000,475000,1329
20260623140500,474500,475500,474500,475000,756
20260623140600,475000,475500,474000,474500,1495
20260623140700,474500,475000,473000,473500,1951
20260623140800,473000,473500,472500,472750,1518
20260623140900,472750,473500,472500,472500,969
20260623141000,473000,473500,472500,473000,1717
20260623141100,472500,473500,472500,473000,1238
20260623141200,473000,473500,472500,473000,491
20260623141300,473500,473500,472000,472500,1396
20260623141400,472500,473000,472000,472000,1049
20260623141500,472000,472500,472000,472000,1293
20260623141600,472000,472500,470500,470500,2114
20260623141700,471000,471500,470000,470500,3413
20260623141800,470000,470500,470000,470500,757
20260623141900,470000,471000,470000,470500,1038
20260623142000,470500,473000,470500,473000,2507
20260623142100,472500,473000,470500,471000,1219
20260623142200,471000,471000,470000,470000,895
20260623142300,470000,470500,470000,470000,757
20260623142400,470000,472500,470000,472500,1944
20260623142500,472500,473000,471500,472500,1570
20260623142600,472500,474000,471500,472500,1747
20260623142700,472000,473500,472000,472500,1637
20260623142800,472500,473000,471000,472500,1787
20260623142900,472500,472500,471000,471500,1142
20260623143000,471500,471500,470000,471000,1512
20260623143100,470500,471000,470000,470500,1967
20260623143200,471000,471500,468000,468500,6419
20260623143300,468000,470500,468000,468500,1938
20260623150300,468000,468500,465000,467000,14474
20260623150400,467000,468500,463000,463000,9683
20260623150500,462500,466500,461500,465000,7415
20260623150600,465000,466000,463500,464500,5945
20260623150700,465000,466000,463000,465000,5369
20260623150800,465500,467000,463500,466500,5493
20260623150900,466500,467000,463500,465000,4398
20260623151000,465000,465500,463000,463000,4767
20260623151100,463000,465000,462500,463500,3814
20260623151200,463750,465000,461500,463500,4792
20260623151300,463500,464500,461000,461000,3451
20260623151400,461000,463500,460500,462750,4473
20260623151500,462500,466500,462500,464000,4676
20260623151600,464000,466000,461000,461500,5272
20260623151700,460500,462500,460000,462500,4890
20260623151800,461500,465000,461000,463000,1787
