cntr_tm,open,high,low,close,volume
20260623105900,214500,215000,213000,214000,7119
20260623110000,213500,214000,213000,213500,4763
20260623110100,213500,213500,212500,213000,14983
20260623110200,213000,213000,212000,213000,8526
20260623110300,212500,213500,212500,213500,9896
20260623110400,213000,213500,212000,213000,13848
20260623110500,213500,213500,213000,213500,4689
20260623110600,213250,213500,212500,213000,8026
20260623110700,213000,213000,212000,212500,12967
20260623110800,212500,212500,212000,212500,9314
20260623110900,212500,213000,212000,212500,9430
20260623111000,212500,213500,212500,213500,7319
20260623111100,213500,214000,213000,214000,8570
20260623111200,214000,214500,213500,214500,8157
20260623111300,214250,215000,214000,214500,11248
20260623111400,215000,215000,214000,214750,7217
20260623111500,214750,215500,214000,214500,11707
20260623111600,214500,215000,213500,214000,15397
20260623111700,214000,214500,213000,213500,8881
20260623111800,213500,213500,213000,213500,3709
20260623111900,213250,213500,213000,213500,3533
20260623112000,213500,214000,213000,213500,3785
20260623112100,214000,214500,213500,214500,4767
20260623112200,214000,214500,214000,214500,2802
20260623112300,214500,214500,214000,214500,4048
20260623112400,214500,215000,213500,214000,11248
20260623112500,214000,214500,213500,214500,8567
20260623112600,214500,215000,213500,214500,5983
20260623112700,215000,215000,214000,215000,12465
20260623112800,215000,216000,214500,216000,6022
20260623112900,216000,216000,214500,216000,13642
20260623113000,216000,216000,214500,215500,5536
20260623113100,215500,215500,214000,215000,14535
20260623113200,215000,215500,214000,214500,14556
20260623113300,215000,215500,214500,215000,6199
20260623113400,215000,216000,214500,215500,10160
20260623113500,215500,216000,215000,215000,9608
20260623113600,215500,216000,215000,215500,11884
20260623113700,215500,216000,214500,215000,9359
20260623113800,215000,215500,214000,214000,7228
20260623113900,214500,215000,213500,214000,5422
20260623114000,214000,214000,213000,213500,8993
20260623114100,213500,213500,213000,213500,2719
20260623114200,213000,213500,213000,213500,6735
20260623114300,213500,213500,213000,213000,5175
20260623114400,213000,213500,213000,213500,2675
20260623114500,213500,215000,213000,214000,7307
20260623114600,214000,214500,213500,214000,7694
20260623114700,214000,214250,212500,213500,24987
20260623114800,213500,213500,213000,213500,2682
20260623114900,213500,213500,213000,213500,4605
20260623115000,213500,214000,213250,214000,6484
20260623115100,213500,214500,213500,214500,6421
20260623115200,214500,215000,214000,215000,5497
20260623115300,215000,215500,214500,215500,15132
20260623115400,215000,215500,215000,215500,7370
20260623115500,215500,216000,215000,216000,7176
20260623115600,216000,216000,215500,216000,6339
20260623115700,216000,216000,215000,215500,9312
20260623115800,215000,215500,214000,214500,12988
20260623115900,214500,214500,214000,214500,4278
20260623120000,214500,214500,214000,214500,2565
20260623120100,214500,214500,213500,213500,7619
20260623120200,213500,214000,213000,213000,6454
20260623120300,213500,213500,213000,213500,2795
20260623120400,213500,214000,213000,214000,3204
20260623120500,214000,214000,213000,213500,4766
20260623120600,213500,213500,213000,213000,1922
20260623120700,213500,213500,213000,213000,2033
20260623120800,213000,213500,213000,213000,2246
20260623120900,213500,213500,212000,212000,57737
20260623121000,212500,212500,212000,212500,3814
20260623121100,212500,212500,212000,212500,3009
20260623121200,212000,212500,212000,212000,5533
20260623121300,212500,212500,212000,212500,4908
20260623121400,212500,212500,212000,212500,3668
20260623121500,212500,212500,212000,212000,4360
20260623121600,212500,212500,212000,212500,1695
20260623121700,212500,212500,212000,212000,3086
20260623121800,212500,212500,212000,212000,4093
20260623121900,212500,212500,212000,212500,2661
20260623122000,212500,212500,212000,212500,3981
20260623122100,212500,212500,211500,212000,43744
20260623122200,212000,212000,211000,211500,12348
20260623122300,211000,212000,211000,211500,14334
20260623122400,211500,211500,211000,211500,3650
20260623122500,211500,211500,211000,211500,3672
20260623122600,211500,211500,211000,211500,3382
20260623122700,211250,211500,210500,210750,30049
20260623122800,210750,211000,210500,211000,7404
20260623122900,211000,211000,210500,211000,4701
20260623123000,211000,211000,210000,210500,20725
20260623123100,210500,210500,210000,210500,7253
20260623123200,210500,210500,210000,210500,5635
20260623123300,210500,210500,210000,210250,11518
20260623123400,210000,210500,209000,209000,76508
20260623123500,209500,210500,209000,209750,14312
20260623123600,209750,210000,209000,209000,11215
20260623123700,209500,210000,209000,210000,20378
20260623123800,209500,210000,209000,209000,14893
20260623123900,209000,209500,208750,209000,25149
20260623124000,209000,209000,208500,209000,7076
20260623124100,209000,209500,208500,209000,12127
20260623124200,209000,210000,209000,210000,14279
20260623124300,210000,210000,209500,210000,8056
20260623124400,209750,210000,209500,210000,4424
20260623124500,210000,210500,209500,210500,12352
20260623124600,210500,210500,210000,210000,3997
20260623124700,210000,210500,209500,210000,11345
20260623124800,209500,210000,209500,210000,3896
20260623124900,210000,210500,209500,210000,13937
20260623125000,210000,211000,210000,210750,10581
20260623125100,211000,211500,210750,211500,5019
20260623125200,211500,213000,211000,212000,11568
20260623125300,212000,213000,212000,213000,10472
20260623125400,213000,213500,212500,213000,5861
20260623125500,213000,214500,212500,213500,16438
20260623125600,214000,214000,213000,213000,7094
20260623125700,213500,213500,212500,213000,5014
20260623125800,213500,213500,213000,213500,3715
20260623125900,213500,214000,213000,213500,7124
20260623130000,213500,214500,213500,214000,10289
20260623130100,214000,214500,213500,214000,9454
20260623130200,214000,214500,213500,214000,12864
20260623130300,214000,214500,213500,214000,4592
20260623130400,214000,214000,213500,214000,3815
20260623130500,214000,214500,213500,214000,13687
20260623130600,214000,214000,213500,214000,6939
20260623130700,214000,214000,213500,214000,2552
20260623130800,213750,214000,213500,214000,17118
20260623130900,214000,214000,213000,213250,7331
20260623131000,213500,213500,213000,213500,2310
20260623131100,213500,214000,213000,213250,7612
20260623131200,213500,214250,213000,213500,9410
20260623131300,214000,214000,213000,213500,2588
20260623131400,213500,214000,213000,214000,3027
20260623131500,213500,214000,212500,213000,14403
20260623131600,213000,213500,212000,212500,5745
20260623131700,212500,212500,212000,212500,4619
20260623131800,212500,212500,212000,212500,4031
20260623131900,212500,212500,212000,212000,2032
20260623132000,212250,212500,211500,211500,5292
20260623132100,211500,212000,211000,211000,5299
20260623132200,211000,211500,210000,210000,12194
20260623132300,210500,211500,210000,210500,8020
20260623132400,211000,212000,210500,211000,9791
20260623132500,211500,212000,211000,212000,5002
20260623132600,212000,212500,211500,212500,6544
20260623132700,212500,212500,212000,212500,2982
20260623132800,212500,213500,212000,213000,12437
20260623132900,212500,213000,212500,212500,4862
20260623133000,213000,213000,212000,212500,3219
20260623133100,212500,212500,212000,212000,5054
20260623133200,212000,212500,212000,212500,3414
20260623133300,212500,212500,212000,212500,3057
20260623133400,212500,213000,212500,213000,4178
20260623133500,212500,213000,212000,212500,3377
20260623133600,212500,212500,212000,212500,4642
20260623133700,212500,212500,212000,212000,3251
20260623133800,212500,212500,212000,212500,2800
20260623133900,212500,212500,212000,212500,1882
20260623134000,212500,212500,212000,212000,4150
20260623134100,212500,212500,211500,212000,5225
20260623134200,211500,212000,211500,211500,7584
20260623134300,211500,211500,211000,211000,7050
20260623134400,211500,211500,211000,211500,4996
20260623134500,211000,211500,211000,211500,3355
